Medinc	Unemp	Metro
62056	2.8	0
38591	4.4	1
33703	4.8	0
51141	3.1	0
43119	2.8	1
43263	3.8	0
55248	3.7	0
47674	3.1	0
40425	9.6	0
39237	4.3	1
52840	4	0
53661	3.5	1
47985	2.5	0
50054	3.6	0
44645	3	0
50525	3.1	0
44659	2.2	0
56167	2.7	0
45641	3.6	0
62029	1.9	0
49147	3.7	0
54382	4.8	0
67569	2.5	0
44580	2.7	1
37719	7.8	0
38782	4.6	0
48410	5.4	0
50136	3.6	0
68381	3.8	0
50197	3.4	0
44833	4.3	0
63860	3.3	0
42742	2.5	0
40602	7.4	0
43650	1.8	0
53031	3.5	0
44572	3.9	1
43458	7.2	0
56207	3.3	0
43371	4.3	0
61044	3.8	0
41009	4.2	0
44730	4.5	0
42890	4.1	0
47378	2.9	0
48966	4.1	0
42754	3.7	0
50055	4.2	0
67242	3.1	0
40179	4.6	0
57674	5.3	0
39861	6.4	0
51690	2.4	0
47302	4	0
66226	3.4	0
52747	3	0
48368	3.4	0
46326	2.6	0
50774	3	0
48390	3.1	0
38449	5	1
59975	3.3	0
59724	2.8	0
55167	2.9	0
55371	2.4	0
46862	5	0
53865	3.4	0
44467	4.6	0
51911	2.2	0
57952	2.8	0
42431	3	0
46191	3.3	0
59193	2.3	0
57548	3.3	1
57208	2.3	0
75177	3	0
64570	2.3	0
54866	2.2	0
49782	2.1	0
53132	2.8	0
56259	3.1	0
55787	2.3	0
59219	2.5	1
49995	2.1	0
55522	3.5	0
47487	2.7	0
56818	2.8	1
47097	3	0
54635	3	1
51682	2.7	0
64580	3.1	0
48574	2.2	0
56697	2.5	0
48778	3	0
43650	2.5	0
49685	2.6	0
49931	3.2	0
39192	2.3	0
46245	2.4	0
59722	2.5	0
56724	2.6	1
45221	2.6	1
53792	3.2	0
60608	2.5	0
49321	2.3	0
47047	2.2	0
43880	3.4	0
55965	2.6	1
46220	3.7	0
52292	3	0
47075	2.5	0
52401	3.6	0
64456	2.1	0
52086	3	0
48429	2.2	0
46986	2.6	1
47906	3	0
58618	2.5	0
56803	3	0
55531	2.8	0
47797	3	0
53207	2.5	1
55226	2.5	0
56493	2.8	0
49151	2.7	0
47279	2.4	0
52069	3.4	0
46954	2.6	0
60734	2.8	0
45487	2.5	0
57251	1.9	0
59003	2.2	0
57367	2.6	0
63656	2.6	0
59815	2.3	0
49034	2.4	0
47573	3	0
48260	2.4	1
54569	3	1
79358	2.7	0
67897	2.7	1
50247	3.2	0
71024	2.6	0
43819	2.6	0
47499	2.6	0
50861	2.6	0
66228	2.5	0
51299	2.2	0
48275	3	0
45405	4	1
48604	2.9	0
77838	2.8	0
55970	2.4	0
45058	2.8	0
61478	2.5	0
58740	4.6	1
58429	3.9	0
57155	4.8	0
70495	4.3	0
79134	3.3	0
50179	4.8	0
70036	2.7	0
72873	3.4	0
79278	3.7	0
55504	4.5	0
59732	5.4	0
44438	5.5	0
47031	5.7	1
42522	4.1	1
68236	4.4	0
63636	3.6	1
56382	4.7	0
75322	2.5	0
64777	2.5	0
59413	2.5	0
60251	2.5	0
44259	3.2	1
65163	2.1	0
78714	2.6	1
74351	2.2	1
93645	2.8	0
60034	2.1	1
81777	4.1	1
60826	5.9	1
100181	3.4	1
84470	3.8	1
67135	4.6	1
62175	8.4	1
51790	6.5	1
62875	5.2	1
81315	4.2	1
73337	3.9	1
112335	3.3	1
79979	3.7	1
87666	3.6	1
99223	3.7	1
112396	3.3	1
68483	4.3	1
71959	5.1	1
64524	5.4	1
119731	3.4	1
92284	4	1
77571	3.8	1
47405	4.9	0
51372	4.5	0
34777	6.4	0
43527	4.9	0
38097	6.3	0
41592	4.9	0
47202	4.1	1
35087	4.6	0
38409	5.7	0
58320	3.3	0
38341	4.9	0
29515	5.5	0
37544	5.3	0
39882	3.8	0
51656	4.1	0
45095	4.6	0
124947	3.4	0
30570	11.9	0
33976	7.1	0
34491	6.1	0
42701	4.9	0
33085	4.8	0
41511	5.2	1
41700	4.3	1
57036	5	0
46578	5.8	1
35292	5.9	0
60187	4.1	0
31741	7.1	0
33989	5.3	1
38405	6.5	0
39123	7.6	1
46365	5.5	1
67648	4.1	0
64536	3.7	1
46262	5.6	1
38566	5.7	0
50928	4.9	0
48017	5.3	0
52945	4.5	1
45689	5	0
52565	4.7	0
50312	4.7	0
55517	4.4	0
64916	3.3	0
51751	5.1	1
47382	4.8	1
79604	3.7	0
56375	4.4	0
54376	4.9	0
48722	5.2	0
51388	5.1	0
58925	4.2	0
54514	4.5	1
59020	6.8	1
53168	4.9	1
52798	5.6	0
60862	4.2	1
52660	5.5	1
61027	4.3	1
59114	4.8	0
60240	4.3	1
43799	5.1	1
115301	3.5	1
84610	3.7	1
55013	5.2	1
54096	4.4	1
59786	4	1
62930	3.9	1
75048	3.9	1
52658	4.9	0
53745	5.5	1
54321	4.3	1
100887	3.7	1
68432	3.6	1
71084	3.9	1
79719	4.1	0
88960	3.7	1
49356	5.6	1
83210	3.5	1
63297	4	0
57757	4.8	0
50190	5.1	0
54184	3.9	1
54862	4.9	0
100075	3.9	1
51985	4.1	1
60309	4.4	1
57383	3.6	1
63073	3.9	1
56694	4.6	1
55913	4.1	1
61118	4.2	0
94521	3.9	1
51089	3.8	1
53922	3.9	1
50480	3.7	0
49138	3.2	0
39735	4.5	0
38023	4.5	0
41864	3.6	0
41701	3.6	0
46411	4.6	0
35433	4.9	1
36976	5.3	1
60163	5.2	1
53960	3	1
44946	3.6	1
69297	3.6	0
43328	3.8	0
65955	3.7	0
55052	4.3	1
45517	4.4	1
53738	3.5	0
73703	3.3	0
41262	4.4	0
42618	4.4	0
42878	4.3	0
42728	4	1
36862	5	1
50748	4.2	1
46779	5.1	0
64426	3.6	1
64768	5.1	1
47758	3.7	0
60801	3.4	1
42725	4.3	1
59329	3.5	1
38818	6.8	1
50112	3.8	1
57710	4	1
52798	3.9	0
51746	4	0
39502	5.9	0
58956	3.4	1
43591	3.9	0
52166	4.1	0
36760	6.1	1
51225	4.6	1
47183	3.4	0
54012	3.2	1
38216	5	0
47892	5	1
40653	8.3	0
60044	3.6	1
44502	4.1	1
60296	3.6	0
43302	4.2	0
48984	4.3	1
40433	4	0
62963	3.4	0
43972	3.4	1
46426	3.9	0
44693	3.6	1
43569	5	0
64509	3.7	0
43967	4.5	0
47757	4	1
59471	3.8	1
50122	5.1	0
53419	3.7	1
37233	5.1	1
50531	4.7	1
71920	3.3	0
46447	4.1	1
46355	4.8	0
54900	4.1	1
48337	4.8	1
50149	4.1	0
43303	4.2	1
50467	3.7	0
48372	3.7	0
38514	5.5	1
35407	5.9	1
41869	4.5	0
46864	3.9	0
42831	5.1	0
42807	4	0
36730	7.4	1
51491	3.6	0
50826	3.6	0
46342	3.5	0
43121	4.3	0
51398	3.8	1
36765	6.3	0
80428	3.4	1
40263	5.7	0
80169	3.4	0
38430	5.9	0
36042	5.9	1
48489	3.5	0
41572	4.3	0
44080	3.7	1
44015	6.1	0
44756	3.6	0
65250	2.6	0
53162	2.1	0
54984	2.7	0
42407	3.9	0
76235	2.8	0
59161	3.3	0
62270	1.9	1
63261	2.4	1
72277	2.6	0
63885	2.3	0
60314	2.6	0
53286	1.8	0
58715	1.3	0
66383	1.6	0
51327	4.9	0
47976	4.8	0
58096	2.6	1
58075	2	0
54311	2.3	0
41295	2.6	0
54250	2.3	0
51455	2	0
45401	4.4	0
54514	1.9	0
50141	2.6	0
54795	3.9	0
47288	2.7	0
76224	1.7	0
64524	3.3	1
82303	4.2	0
68043	3.3	0
67162	1.6	1
50093	3.4	0
68243	4.1	0
58766	3.9	0
47360	3.2	0
54814	2.9	0
61634	1.9	0
60205	2.4	0
61174	2.6	0
42021	9.4	0
64756	1.9	1
39439	4.7	0
37002	4.1	0
49843	2.3	0
71888	2.4	0
66929	2	0
57002	2.5	0
51848	2.6	0
59931	2.6	0
59705	3.2	0
63938	2.9	0
79354	2	0
56155	4.6	1
42154	7.1	0
50301	4.5	0
54362	4.6	0
46950	5.3	0
40416	5.8	1
63754	3.3	1
48989	5.5	1
55334	5.4	1
61053	4.1	0
50002	5.3	1
57701	3.8	1
50089	4.6	0
65280	4.1	0
53947	5.3	0
44938	5.2	0
46420	6.2	1
44715	5.2	0
50006	5.2	0
53853	3.9	1
56740	4.4	0
103536	3.4	1
53135	5.6	0
67654	4	1
47733	4.1	1
60383	3.8	0
62800	4.4	1
43785	6.1	1
84093	4.3	0
68380	4	1
44623	5.5	0
57300	4.1	0
61579	3.4	0
49580	4.4	0
50301	5.3	0
57705	4.9	1
49161	5.5	0
50568	5.1	0
60828	3.3	0
55202	5.9	1
44726	6.6	0
42821	6.3	1
56885	4.3	1
65883	4.7	1
43031	5.6	0
66145	4	1
61699	3.7	1
59265	5.4	1
47865	5.3	1
61645	3.8	0
48010	5.9	1
45419	4.4	0
76475	4.3	0
44286	7.3	1
62782	2.8	0
59922	3.9	1
46314	7.8	0
51071	4.5	1
40557	6	0
60452	4.5	0
49586	5.3	0
48792	6.7	0
58345	6.3	1
53876	4.1	1
51534	5.6	0
58742	4.3	1
45163	6.5	0
63689	4.6	0
53904	4.1	1
64304	3.4	0
49668	4.9	0
49385	4.6	0
53978	4.5	0
41267	6.8	0
52165	4.4	1
63398	3.8	1
52310	4.9	1
58890	4.7	0
47424	6.2	1
51030	4.6	0
84861	3.5	0
54331	3.5	1
43457	6.2	0
87391	3.9	0
50904	5.6	0
59142	3.6	1
54581	3.6	0
55995	3.2	0
51914	3.4	0
35156	4.2	0
52952	2.2	0
39702	4.1	0
52550	2	0
47825	2.6	0
49513	2	0
43445	3.1	1
48533	3.6	0
70942	2.8	0
48660	3.5	0
42913	4.2	0
35308	5	1
46777	1.9	0
62343	2.9	1
39396	3.8	1
51382	3.9	0
43386	3.1	1
43074	3.5	0
54478	3.8	0
49577	2.4	0
40287	3.9	0
50728	1.9	0
51867	2.2	0
52387	3	1
47858	3.3	0
56489	3.1	0
49073	2.1	0
37445	4	0
38537	2.9	0
55112	2.3	0
37776	5.1	0
37566	4.2	0
47747	3	0
37338	3.4	0
39756	2.9	0
45700	4.7	0
59266	2.1	0
37831	4.2	1
38284	6	1
38709	4.6	1
48039	3.5	0
69114	3	1
48725	2.1	0
65831	2.8	0
37390	5.5	0
37468	5.9	0
56102	2.1	0
42258	3.8	0
50951	3.4	0
50031	2.9	0
43911	4	0
54210	2.6	0
45734	4.2	1
37545	4.8	1
52346	3.3	1
42354	4.9	0
48826	4.3	1
38194	3.5	0
46949	4.1	0
47748	2.9	0
42376	3.9	0
48450	3.1	0
48499	3.7	0
37026	5.2	1
53871	2.4	0
61849	3.3	1
37901	4.7	0
38998	4.3	0
46512	3.9	0
51812	2.8	1
41186	3.7	1
55796	3.3	0
62889	3.3	0
53992	3.9	0
47484	3.1	0
55134	2.8	0
63168	4.2	1
45972	5.5	1
63600	3.2	0
81061	3.8	1
53806	4.1	0
63338	5.1	0
48352	5.4	0
51348	6	1
48788	6.1	0
67372	4.2	0
47020	5.4	0
54325	3.9	0
46141	7.3	0
43370	6.2	1
66607	3.3	0
55511	4.8	1
50376	5.5	0
46578	5.5	0
45374	6.4	1
44847	5.7	0
53161	4.5	1
49265	4.9	0
54292	4.7	1
42624	4.6	0
56408	4.3	1
55343	4.3	1
70756	3.7	0
62389	4.4	0
58838	4.1	0
52486	4.4	0
53917	4.9	0
50616	5.4	0
48137	6.1	1
52269	4.3	0
82819	3.5	1
61776	3.8	1
60891	4.3	1
62877	3.3	1
59881	4	1
49436	5	0
54823	4.5	1
50257	4.5	1
62519	4.2	0
49244	4.2	1
50978	4.4	1
88538	3.7	1
67161	3.9	0
45163	5.2	1
41770	5	1
53901	5.1	1
58258	3.2	0
99224	3.2	0
46284	4.7	0
46706	5	1
50999	5.3	0
50774	4.8	1
50805	4.7	1
71695	3.3	1
57979	4	0
71961	4	1
54876	3.9	1
48453	4.7	0
50381	5.8	1
41750	6.2	0
60744	3.7	0
52277	3.9	0
50956	4.9	0
49019	5.3	0
47999	4.9	0
46751	4.6	1
54342	4	1
52872	4.6	0
66270	3.4	1
48418	5.1	1
61087	3.8	1
62139	4.6	1
53469	5.4	0
53820	4.8	1
46529	4.8	0
48788	4.7	1
47648	4.7	1
63318	5.4	1
90155	3.4	1
61314	3.5	0
68217	4.4	1
47243	5.2	1
62366	3.7	1
46149	5.5	0
62657	5.4	0
44883	5.3	0
48809	5.2	0
56991	3.9	0
50504	5.1	0
48998	5	0
52573	4	0
48799	5.2	0
55679	3.7	0
45761	4.9	1
50554	4.5	0
63119	4.3	1
53602	4.7	1
58398	4.4	1
65238	3.9	1
63787	4.1	1
80231	3.5	1
69089	3.7	1
77760	3.5	1
86715	3.6	0
52449	3.4	1
42412	4	0
52633	3.3	1
29124	5.8	0
51740	3.3	0
36230	6.5	1
38131	4.8	1
65843	3.2	1
62204	3	1
45385	4.2	0
62958	2.8	1
42542	3.6	0
42116	4.8	0
39046	3.3	0
36722	4.7	1
39079	4	0
37206	4.1	1
33159	4.8	1
65468	3	1
48818	3.5	1
39522	6.2	0
47949	3.7	1
46058	4.5	0
61162	2.9	0
43879	3.6	1
35871	3.5	1
49082	4.2	1
43125	3	1
52270	3.5	1
58035	3.8	0
42099	3.6	1
33199	4.6	0
60627	2.9	0
44683	3.6	0
34365	5.5	0
33534	5.1	0
48029	3.1	0
50529	3.3	1
37134	5.8	1
48794	3.4	1
52611	3.4	1
46019	3.1	1
53567	3.1	1
45181	4	0
40686	4.1	1
64904	3.3	0
57041	3	0
53107	2.9	0
49712	2.6	0
37071	4.5	0
50278	2.5	0
62109	2.8	0
60082	2.8	0
49732	2.7	0
25973	5.9	0
44388	3.3	0
45737	3.9	0
47412	3.2	0
48517	4	0
46378	2.9	0
55580	3	1
34024	4.1	0
58806	4	0
51724	2.6	0
48023	4.2	0
55404	4.4	0
41942	8.8	0
55159	2.7	0
58977	2.7	0
46782	3.9	0
49068	3	0
59813	3.2	0
40583	3.3	0
51801	2.6	0
65776	3.1	0
52568	2.3	0
63772	4.6	0
55017	2.5	0
70093	2.6	0
54434	2.8	0
52496	3.1	0
34122	4.9	0
47689	2.5	0
49609	2.7	0
54609	2.9	0
60733	3.4	1
51774	2.9	0
84889	2.3	1
47429	4.1	0
59913	2.5	0
39850	3.8	1
56862	3.8	0
59524	3.3	0
32780	4.9	1
50123	2.8	0
60033	2.6	0
57392	3	1
31662	10.3	0
58738	3.1	0
55626	2.9	0
54722	3.5	0
44709	4.3	0
54874	2.9	0
50590	3.5	0
69991	2.6	0
59457	2.6	0
31876	6.2	1
45710	2.6	1
62792	2.7	0
80698	3.2	0
48394	4.9	0
32341	5.1	1
52366	3.5	0
50672	3.8	0
49860	3.7	0
38940	4.9	1
40195	5.8	1
57939	3.2	1
50427	3.6	1
39443	4.8	0
51859	3.2	1
42025	4.9	1
39202	4.1	1
63241	2.7	0
47508	3.8	0
37987	4.2	0
34238	5	0
36192	4.7	1
49494	3.4	0
44431	3.9	1
46527	4.4	0
60799	2.6	0
42905	4.8	1
47420	4.4	0
56166	3	1
44302	4.6	0
59529	3.7	0
36687	4.2	0
50201	3.4	0
42720	4.5	1
48024	3.7	0
41829	4	0
44366	4.6	1
36317	4.4	1
44040	3.8	0
57196	3.4	0
30691	5.1	0
37834	5	1
37690	4.4	0
42188	4	0
39574	5.4	0
43491	4.7	1
43159	4.2	0
44684	3.2	0
44688	5.5	0
48056	4.3	1
37563	4.7	0
49611	3.8	1
35778	3.5	0
55874	2.9	0
33709	5.2	0
38849	5.8	0
43651	4	0
40541	4.4	1
51249	3.1	0
58186	3.4	0
46029	4.1	1
39859	5.4	1
42265	3.2	1
46651	3.8	0
50819	4.7	1
51868	3.4	0
57337	3.2	0
50565	4.5	1
45566	3.7	0
56102	3.8	1
58234	3	0
40397	4.5	0
42532	4.9	0
42149	3.8	0
41960	4.3	1
40182	3.8	0
41968	4.2	0
45512	3.6	1
44132	5.6	1
54440	4.1	1
66006	3.1	0
64170	2.7	1
35685	4.3	0
49707	4.3	1
47202	3.5	1
47924	4.2	0
50704	3.1	1
46565	5	1
46024	3.7	1
66171	2.8	1
60874	4.2	1
49280	3.3	1
43688	4.9	0
40322	4.1	0
38265	4.7	1
42475	3.9	0
49242	3.5	0
38879	4.9	0
42351	4.2	1
42603	3.7	1
76507	2.8	0
60632	3.9	0
45969	3.1	0
84946	2.4	1
46653	4.4	1
46912	5.7	1
61190	3.1	1
57210	2.8	1
50594	3.8	0
59942	3.6	1
45051	4.4	1
53008	3.4	0
61883	3.4	0
41180	3.3	1
41806	5.1	1
54292	4.1	0
54210	3.3	0
64832	2.6	0
66101	3.2	1
48460	3.7	1
47339	4.9	1
74225	4.5	0
50113	2.8	0
45670	3.4	0
44409	3.9	0
30116	6.5	1
47097	3.7	0
53626	3.6	1
56696	2.9	0
52588	3.6	1
52085	4.1	1
50330	3.4	0
38106	6.2	1
43714	4.9	0
64799	2.8	0
44154	5.1	1
45689	2.9	0
89513	5.4	0
43483	4.1	1
42291	2.5	0
58356	3.2	0
42873	4.2	0
44804	3.4	1
39484	4	0
96936	3.3	0
39536	3.2	1
48258	3.3	0
76523	3.2	0
52251	3.6	0
40987	3.6	1
52047	3.1	0
48099	4.1	0
38304	4.3	0
61987	3.8	1
49117	3	0
37911	4.5	0
42164	3.2	1
50587	2	0
59838	3.7	0
43726	4.3	0
44230	2.8	1
44410	3.4	0
88384	3.2	0
49208	3.1	0
39627	4.2	0
37177	3	0
40945	3.4	0
35156	5.3	1
44773	3.4	0
60431	2.7	1
37812	2.8	1
76792	3.3	0
43948	4.2	1
47087	3.1	0
37428	3.9	0
53111	3.1	0
55776	2.8	0
45261	3.3	0
39891	5.2	1
37648	2.9	0
92310	4	0
48222	4.1	0
49317	5.8	0
41038	2.9	1
56321	2.6	0
71959	4.6	0
46490	3	0
61433	2.5	1
83330	2	0
55008	3.8	0
49829	3	1
49121	3.9	1
51403	3.2	0
50610	4.1	1
49498	4.1	0
73864	3.1	0
42782	4.8	0
32597	4.3	0
49210	3.3	0
57240	2.3	1
42469	3.6	1
60909	5.2	0
60241	4.4	0
50131	4.4	0
72451	1.8	1
40880	3.8	0
68180	3	0
66849	2.1	1
43337	3.7	0
38785	6.6	0
48670	3.6	1
46764	3.1	0
60917	3.7	0
52079	3.4	0
39533	3.7	1
50423	3.3	1
42671	4.7	0
53360	3.8	1
54351	5	0
56775	3.1	0
48780	2.5	0
54088	3.3	0
47551	6.5	1
51343	3	0
48121	6.3	0
36176	5.7	1
41919	5.4	1
62635	3.4	0
43903	4.8	1
48743	2.8	1
67434	3.5	0
90937	2.9	0
42153	3.7	0
47625	2.4	0
53704	3.2	0
42503	3.1	0
57925	2.8	0
43192	4.7	0
42605	5	0
39726	3.6	0
45767	3.8	1
42700	4.4	0
55151	3.7	0
40072	2.4	0
51128	3.2	0
55834	3.1	1
47065	5	0
52577	5.8	0
43226	4.7	0
57332	2.7	0
48814	3.8	0
54019	3.7	1
78637	3.9	1
50377	3.1	0
43436	3.2	1
42719	3.3	0
48858	3.6	0
64633	1.9	0
45445	4.4	1
38011	4.6	0
56484	2.4	0
49560	3.1	0
48830	6.1	1
35594	8.1	0
59304	3.5	1
35881	4	0
80189	2.1	0
46720	5.5	0
47068	3.5	0
48529	4.4	1
50542	3.2	0
77598	3.8	0
53785	2.7	0
41418	6.6	0
41009	3.6	0
45357	3.9	1
46259	3.7	0
43367	6.6	1
42522	3.3	0
53034	4.7	1
49845	2.8	1
56590	2.6	0
56556	5.7	0
46067	3.4	1
51192	4.2	0
73718	3.1	0
50539	2.3	0
47008	3.6	1
46017	5	0
41912	2.9	0
37738	7	1
47572	3.5	0
69600	2.6	0
65273	2.5	0
39506	5	0
42233	5.4	0
45341	2.1	0
44821	4.7	1
67470	3	1
44917	4.1	0
102858	3.2	1
42205	3.1	0
49788	4.1	0
40641	7.9	0
38826	6.5	1
47028	5	0
53559	6.3	0
43827	3	0
47317	2.9	0
53059	3.4	0
57126	2.3	0
41961	4.3	1
57052	2.7	1
56848	3.6	0
63929	4.2	0
30490	10.1	0
43115	3.6	0
59064	3.3	0
46915	3.5	0
54774	3.8	1
43084	4.3	1
66059	3.5	0
48040	3.2	0
41413	3.4	0
41268	4.1	0
42701	3.4	1
45604	5	1
51393	3.2	0
76255	2.8	0
40486	5.1	1
44041	6.6	0
48554	4.2	0
53867	3.4	0
39725	4.3	0
44276	4.3	1
51152	3.5	0
51646	3.8	1
43681	4.2	0
59807	4.3	0
53621	2.6	1
54332	3.7	0
44919	3.8	0
48040	3.7	1
48018	3.2	0
47477	3.4	0
44735	4.1	1
33171	9.9	1
87817	3.1	0
71207	3.1	1
56781	2.8	0
66387	3.4	0
48384	4.2	0
61560	2.8	0
49301	3.2	0
30076	9.5	0
71381	3.1	1
55940	3.5	1
62689	3	0
60315	2.7	0
51394	4.5	1
58910	4.4	0
84381	2.9	0
60767	4.6	0
54213	4.8	0
51028	7.8	0
50750	4.8	1
51393	3.6	0
65379	3	0
52355	3.2	1
58644	3.3	0
98875	2.8	0
40387	5.4	1
60695	3.3	0
73619	3	0
42982	6.2	0
52910	3.7	0
54339	3.6	1
105374	3	0
73584	3.5	1
63631	4.7	0
75296	2.8	1
85380	3.1	0
57069	3.4	1
68106	3.5	0
60917	2.7	0
68878	2.6	0
52510	3.1	1
50368	3.3	0
74240	2.1	1
43671	3.6	1
61129	2.5	0
67746	3.2	0
60230	3.5	0
62300	2.7	0
48688	4.4	0
51723	3.1	0
61808	2.6	0
57438	2.3	0
72600	3	1
42879	3.8	0
80392	2.7	1
46538	3.8	1
57280	3.2	1
50580	3.3	1
51131	3.6	1
120950	2	0
60556	2.7	1
50564	2.5	0
61186	3.1	1
47681	3.2	0
71874	2.7	0
41803	4.9	1
32144	5.5	1
45889	4.4	1
51525	3.3	0
67335	3.5	1
41517	3.6	0
56872	3.9	1
41382	3.7	1
80734	2.9	1
84021	2.9	1
50858	3.5	0
72111	2.8	0
46300	3.3	1
35047	5.2	0
57257	3.5	1
50785	3.9	1
122035	2.4	1
93462	2.6	1
48315	2.7	1
73463	2.5	1
53522	3.1	1
77684	2.6	1
50591	3.3	1
70938	2.7	0
89331	3	1
37550	3.1	0
67498	2.5	0
43533	3.7	1
43096	4.1	1
91028	2.6	0
68581	3	0
36471	3.7	1
45089	2.7	1
72993	3	0
86541	2.9	0
51124	3	1
86619	2.9	0
68724	2.9	0
52814	4.3	1
34796	4.1	0
140382	2.5	0
63714	2.7	0
41421	3.2	1
60450	2.4	0
61764	3	0
44832	4.1	1
54871	2.6	1
52538	2.9	1
56690	3.1	0
90858	2.7	0
43157	5.4	0
55418	4.4	0
46368	3.1	0
63681	3	0
49073	4.2	0
42862	3.9	1
44710	3.6	0
88475	2.7	1
48450	3.8	1
68133	3.6	1
106200	2.7	1
50834	3.5	0
71035	2.7	1
49399	3.1	0
68734	2.7	1
53413	3	0
61375	2.6	1
38966	4.3	0
40161	3.2	0
55283	2.8	0
40972	4	1
52741	2.8	1
86695	3	0
108421	3	1
54663	3.5	0
43031	4.9	1
42074	4.4	1
65635	3.1	0
45510	3.4	0
51414	3.6	0
38045	5	1
46345	3.7	1
86317	2.8	1
99425	2.2	0
36903	3.7	1
43390	3.1	1
56997	2.5	1
78846	3	0
56800	3.3	0
40504	4.6	0
36015	5.1	1
36908	4.7	1
105532	2.3	0
137551	2.1	1
37327	4.4	0
58448	3.5	1
36571	3.5	1
54763	4	1
42640	3.5	0
42568	4.8	1
48726	4.7	1
43200	4	1
79141	2.7	0
77032	2.7	1
33892	4.6	1
50283	3.6	0
48519	3.6	1
34442	3.9	1
37049	6.1	1
96057	2.7	1
47343	4.1	1
39254	3.7	1
48747	3.5	1
42715	3.2	1
57274	2.9	1
47319	2.9	1
69753	3.2	1
76520	2.9	1
47117	3.2	1
51456	2.9	0
74023	4.5	1
52012	5.4	1
49776	4.4	1
69212	5.2	0
57243	4.5	1
57183	6.4	1
73971	4.8	1
53700	5.6	1
58624	5.9	0
65912	5.3	1
40468	11.7	0
60483	6.1	0
50185	5.8	0
53688	6.2	0
48763	6.7	0
65987	5.2	1
55893	5.8	1
94822	3.5	0
76530	4.6	0
55624	5.3	0
56503	5.7	0
57019	6.3	0
53326	4.9	0
58239	6.3	0
48345	6.4	1
46365	6.9	1
49750	7.2	0
75022	5.2	1
62249	3.9	1
70955	5.2	1
64344	5.6	1
87096	3.8	1
59408	5.2	1
51183	7.1	0
72400	4.8	1
55692	6.5	1
57329	4.7	0
62262	4.7	1
51377	6.3	0
44038	5.3	1
39776	6	1
59619	4.1	0
38110	6.1	1
39292	7	1
48342	6.1	0
39790	4.7	1
36384	10.4	0
35983	8.4	1
44725	4	0
37867	6.4	0
38173	6.3	0
42146	5.7	1
37665	5.1	1
44442	4.2	0
47299	5.9	0
43573	5.5	0
47942	4.5	1
48731	4	1
75027	3.3	0
41926	5.2	1
40691	5.7	0
39766	6.9	0
34894	7	0
27292	9.4	1
46244	5.7	0
50064	5.8	0
43050	7	1
37860	6.3	0
48578	5.5	1
32917	7.6	0
51070	4.1	0
38171	4.8	0
49487	4.3	1
38572	6.4	0
48689	4.6	0
40415	3.8	0
50768	6.4	1
39467	6.2	1
47101	5.2	1
61995	4.9	0
41298	5.3	0
40064	5.5	0
43717	5.3	0
36658	7.9	0
34768	6.1	0
46370	4.8	0
48070	5.5	0
46054	7.4	1
41213	5.7	0
38704	6	0
34054	6.3	1
44685	7.2	1
44837	7	0
35460	7.1	0
60779	3	0
43000	4.7	0
44627	4.3	0
50344	3.4	1
53637	4.9	0
62097	2.7	0
59087	3.4	1
55295	4.6	1
72645	2.6	0
59528	3.3	1
55245	2.9	0
65435	2.7	1
49200	3.7	0
71789	2.2	0
63608	2.6	1
61221	3.6	0
50637	4	1
57506	3.1	0
60111	2.6	1
53188	3.9	0
59428	2.6	0
45156	4.8	1
57328	2.8	0
63160	2.6	1
55512	3.3	0
68017	2.6	0
44130	5.8	0
52919	3.1	0
65831	2.9	1
52891	3.1	1
65013	3.5	1
63612	2.9	0
60619	2.6	0
60711	2.3	0
51334	4	0
56645	3.2	1
56466	3.1	0
63442	2.7	0
50670	4	0
46964	3.5	1
40682	5.7	0
49771	3.6	1
58391	2.7	0
59983	3.3	1
53805	3.6	1
65993	2.8	0
83014	2.5	1
56348	3.3	0
75421	3.2	0
59990	3.7	0
59032	3	1
47032	3.7	0
60349	3.6	1
53050	2.7	0
57675	3.2	1
48448	4	0
82575	3	0
57256	2.6	0
46490	4.3	1
56022	3	0
61906	2.5	0
56981	3.1	0
56978	2.9	0
51692	2.9	0
47198	3.9	0
64234	2.9	1
50482	3.9	1
75799	2.5	0
87333	2.7	0
58648	3	1
52340	3.5	0
55879	3.5	0
62259	4.1	0
47561	3.3	0
55195	4.7	0
78112	4.1	0
61773	3.8	0
68162	3.7	0
64053	3.2	0
51204	5.2	0
51676	3.3	0
49356	3.7	1
57676	4	0
63839	3.9	1
69598	3.8	0
64714	4.6	0
51036	2.8	0
58873	4.4	0
54165	3.8	0
58307	4	0
74570	4.2	0
73315	4.2	0
99087	3	0
63401	4.4	0
54319	3.5	0
